2025-07-02 10:09:17.783 [main] INFO  com.datacenter.extract.ExtractServiceApplication - Starting ExtractServiceApplication using Java 17.0.6 with PID 66761 (/Users/admin/workspace/AGENT/extract-service/target/classes started by admin in /Users/admin/workspace/AGENT/extract-service)
2025-07-02 10:20:35.663 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: triples
2025-07-02 10:20:35.663 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.RelationValidationService - 🔗 开始关系验证 - 类型: triples, 关系数量: 0
2025-07-02 10:20:35.663 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.RelationValidationService - ✅ 关系验证完成 - 有效: 0, 融合: 0, 无效: 0
2025-07-02 10:20:35.663 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:20:35.663 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: triples_disambiguated, 数据长度: 399
2025-07-02 10:20:35.663 [ForkJoinPool.commonPool-worker-8] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_triples_disambiguated.json
2025-07-02 10:20:35.664 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_triples_disambiguated_20250702_102035.json
2025-07-02 10:20:35.665 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:35.665 [ForkJoinPool.commonPool-worker-8] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 实体关系消歧义处理完成 - TaskId: 670f60ab-0ca0-4d3b-962c-d3490e1aa9d6, 保存: 成功
2025-07-02 10:20:38.684 [reactor-http-nio-9] INFO  c.d.extract.controller.AsyncExtractController - 🔍 收到消歧义处理请求 - TaskId: d74b370e-5a34-41a0-b00f-bca649d7b084, 类型: triples, 模式: full, 文本长度: 142
2025-07-02 10:20:38.684 [ForkJoinPool.commonPool-worker-8] INFO  c.datacenter.extract.service.TextExtractionService - 🔍 开始实体关系消歧义处理 - TaskId: d74b370e-5a34-41a0-b00f-bca649d7b084, 类型: triples, 模式: full, 文本长度: 142
2025-07-02 10:20:38.685 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 142 字符
2025-07-02 10:20:38.685 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:20:38.687 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 缓存命中，直接返回结果 - 类型: triples
2025-07-02 10:20:38.687 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 142，处理模式: 直接处理
2025-07-02 10:20:38.687 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: triples
2025-07-02 10:20:38.687 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.RelationValidationService - 🔗 开始关系验证 - 类型: triples, 关系数量: 0
2025-07-02 10:20:38.687 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.RelationValidationService - ✅ 关系验证完成 - 有效: 0, 融合: 0, 无效: 0
2025-07-02 10:20:38.687 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:20:38.688 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: triples_disambiguated, 数据长度: 430
2025-07-02 10:20:38.688 [ForkJoinPool.commonPool-worker-8] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_triples_disambiguated.json
2025-07-02 10:20:38.689 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_triples_disambiguated_20250702_102038.json
2025-07-02 10:20:38.689 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:38.689 [ForkJoinPool.commonPool-worker-8] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 实体关系消歧义处理完成 - TaskId: d74b370e-5a34-41a0-b00f-bca649d7b084, 保存: 成功
2025-07-02 10:20:41.710 [reactor-http-nio-10] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: celebrity, KG模式: standard, 文本长度: 31
2025-07-02 10:20:41.711 [ForkJoinPool.commonPool-worker-8] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:20:41.713 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 31 字符
2025-07-02 10:20:41.714 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:20:41.718 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 缓存命中，直接返回结果 - 类型: celebrity
2025-07-02 10:20:41.720 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 31，处理模式: 直接处理
2025-07-02 10:20:41.720 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:20:41.720 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 张艺谋是著名导演，陈婷是他的妻子。《英雄》是张艺谋的代表作品。, 数量: 0
2025-07-02 10:20:41.720 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:20:41.720 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:20:41.720 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:20:41.722 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_102041.json
2025-07-02 10:20:41.725 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:41.726 [ForkJoinPool.commonPool-worker-8] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:20:41.726 [reactor-http-nio-11] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: celebrity, KG模式: enhanced, 文本长度: 31
2025-07-02 10:20:41.726 [ForkJoinPool.commonPool-worker-8] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: enhanced, 数量: 1
2025-07-02 10:20:41.729 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.OptimizedBusinessService - 开始业务处理 - RequestId: biz_1751422841727_e862, KgMode: enhanced, TextLength: 31
2025-07-02 10:20:41.731 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:20:41.734 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_102041.json
2025-07-02 10:20:41.735 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:41.736 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.OptimizedBusinessService - ✅ 业务处理成功 - RequestId: biz_1751422841727_e862, Duration: 6ms
2025-07-02 10:20:41.736 [ForkJoinPool.commonPool-worker-8] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 知识图谱增强处理成功 - 耗时: 6ms
2025-07-02 10:20:41.736 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:20:41.737 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_102041.json
2025-07-02 10:20:41.739 [reactor-http-nio-12] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: celebrity, KG模式: fusion, 文本长度: 31
2025-07-02 10:20:41.740 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:41.740 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: fusion, 数量: 1
2025-07-02 10:20:41.741 [ForkJoinPool.commonPool-worker-8] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:20:41.741 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.OptimizedBusinessService - 开始业务处理 - RequestId: biz_1751422841740_882f, KgMode: fusion, TextLength: 31
2025-07-02 10:20:41.741 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:20:41.742 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_102041.json
2025-07-02 10:20:41.742 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:41.742 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.OptimizedBusinessService - ✅ 业务处理成功 - RequestId: biz_1751422841740_882f, Duration: 2ms
2025-07-02 10:20:41.743 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 知识图谱增强处理成功 - 耗时: 2ms
2025-07-02 10:20:41.743 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:20:41.743 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_102041.json
2025-07-02 10:20:41.744 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:41.744 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:20:41.749 [reactor-http-nio-1] WARN  c.d.extract.controller.AsyncExtractController - ⚠️ 无效的kgMode参数: batch, 使用默认值: standard
2025-07-02 10:20:41.750 [reactor-http-nio-1] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: celebrity, KG模式: standard, 文本长度: 31
2025-07-02 10:20:41.751 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:20:41.752 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:20:41.754 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_102041.json
2025-07-02 10:20:41.754 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:41.754 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:20:41.761 [reactor-http-nio-2] INFO  c.d.extract.controller.AsyncExtractController - 📦 收到批量消歧义处理请求 - BatchId: 69269c2a-fbf9-44bf-85db-b5da50ce27d9, 类型: celebrity, 模式: full, 数量: 5
2025-07-02 10:20:41.762 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 📦 开始批量实体关系消歧义处理 - BatchId: 69269c2a-fbf9-44bf-85db-b5da50ce27d9, 类型: celebrity, 模式: full, 数量: 5
2025-07-02 10:20:41.762 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 32 字符
2025-07-02 10:20:41.762 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:20:41.764 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 缓存命中，直接返回结果 - 类型: celebrity
2025-07-02 10:20:41.764 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 32，处理模式: 直接处理
2025-07-02 10:20:41.765 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:20:41.765 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 刘德华是香港著名演员，四大天王之一，主演了《无间道》等经典电影。, 数量: 0
2025-07-02 10:20:41.765 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:20:41.765 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:20:41.766 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 31 字符
2025-07-02 10:20:41.767 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:20:41.769 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 缓存命中，直接返回结果 - 类型: celebrity
2025-07-02 10:20:41.769 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 31，处理模式: 直接处理
2025-07-02 10:20:41.769 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:20:41.769 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 成龙是国际知名功夫明星，代表作品有《醉拳》、《警察故事》系列。, 数量: 0
2025-07-02 10:20:41.769 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:20:41.770 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:20:41.770 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 33 字符
2025-07-02 10:20:41.770 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:20:41.774 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 缓存命中，直接返回结果 - 类型: celebrity
2025-07-02 10:20:41.774 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 33，处理模式: 直接处理
2025-07-02 10:20:41.774 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:20:41.774 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 周星驰是香港喜剧之王，创造了独特的无厘头风格，代表作《大话西游》。, 数量: 0
2025-07-02 10:20:41.774 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:20:41.774 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:20:41.774 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 31 字符
2025-07-02 10:20:41.774 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:20:41.777 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 缓存命中，直接返回结果 - 类型: celebrity
2025-07-02 10:20:41.777 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 31，处理模式: 直接处理
2025-07-02 10:20:41.777 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:20:41.777 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 张艺谋是第五代导演代表，执导了《红高粱》、《英雄》等获奖电影。, 数量: 0
2025-07-02 10:20:41.777 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:20:41.777 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:20:41.777 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 32 字符
2025-07-02 10:20:41.777 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:20:41.779 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 缓存命中，直接返回结果 - 类型: celebrity
2025-07-02 10:20:41.779 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 32，处理模式: 直接处理
2025-07-02 10:20:41.779 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:20:41.779 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 冯小刚是内地著名导演，代表作品有《非诚勿扰》、《手机》等商业片。, 数量: 0
2025-07-02 10:20:41.779 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:20:41.780 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:20:41.780 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始批量处理 - 类型: celebrity_batch_disambiguated, 数量: 5
2025-07-02 10:20:41.780 [ForkJoinPool.commonPool-worker-11] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_celebrity_batch_disambiguated.json
2025-07-02 10:20:41.781 [ForkJoinPool.commonPool-worker-11] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_celebrity_batch_disambiguated.json
2025-07-02 10:20:41.781 [ForkJoinPool.commonPool-worker-11] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_celebrity_batch_disambiguated.json
2025-07-02 10:20:41.781 [ForkJoinPool.commonPool-worker-11] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_celebrity_batch_disambiguated.json
2025-07-02 10:20:41.781 [ForkJoinPool.commonPool-worker-11] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_celebrity_batch_disambiguated.json
2025-07-02 10:20:41.784 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存批量提取结果到文件: out/batch/batch_celebrity_batch_disambiguated_20250702_102041.json (共4条记录)
2025-07-02 10:20:41.784 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 批量处理完成 - 成功: 5, 失败: 0
2025-07-02 10:20:41.785 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 批量实体关系消歧义处理完成 - BatchId: 69269c2a-fbf9-44bf-85db-b5da50ce27d9, 成功: 5, 失败: 0, 保存: 成功
2025-07-02 10:20:51.790 [reactor-http-nio-3] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: work, KG模式: standard, 文本长度: 124
2025-07-02 10:20:51.791 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: work, KG模式: standard, 数量: 1
2025-07-02 10:20:51.792 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 124 字符
2025-07-02 10:20:51.793 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:20:51.797 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 缓存命中，直接返回结果 - 类型: work
2025-07-02 10:20:51.797 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 124，处理模式: 直接处理
2025-07-02 10:20:51.797 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: work
2025-07-02 10:20:51.797 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 
        《肖申克的救赎》是弗兰克·德拉邦特执导的剧情片，改编自斯蒂芬·金的小说。
        蒂姆·罗宾斯和摩根·弗里曼主演，讲述了银行家安迪在监狱中的救赎故事。
        这部电影被誉为影史最伟大的电影之一。
        , 数量: 0
2025-07-02 10:20:51.797 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:20:51.798 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:20:51.799 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: work, 数据长度: 217
2025-07-02 10:20:51.802 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_work_20250702_102051.json
2025-07-02 10:20:51.803 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:51.803 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:20:53.808 [reactor-http-nio-4] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: work, KG模式: enhanced, 文本长度: 124
2025-07-02 10:20:53.809 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: work, KG模式: enhanced, 数量: 1
2025-07-02 10:20:53.809 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.OptimizedBusinessService - 开始业务处理 - RequestId: biz_1751422853809_60c5, KgMode: enhanced, TextLength: 124
2025-07-02 10:20:53.809 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: work, 数据长度: 217
2025-07-02 10:20:53.810 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_work_20250702_102053.json
2025-07-02 10:20:53.812 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:53.812 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.OptimizedBusinessService - ✅ 业务处理成功 - RequestId: biz_1751422853809_60c5, Duration: 3ms
2025-07-02 10:20:53.812 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 知识图谱增强处理成功 - 耗时: 3ms
2025-07-02 10:20:53.812 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: work, 数据长度: 217
2025-07-02 10:20:53.814 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_work_20250702_102053.json
2025-07-02 10:20:53.814 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:20:53.814 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:20:55.832 [reactor-http-nio-5] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: work, KG模式: fusion, 文本长度: 124
2025-07-02 10:20:55.832 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: work, KG模式: fusion, 数量: 1
2025-07-02 10:20:55.833 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.OptimizedBusinessService - 开始业务处理 - RequestId: biz_1751422855833_2c73, KgMode: fusion, TextLength: 124
2025-07-02 10:20:55.833 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: work, 数据长度: 217
2025-07-02 10:20:55.835 [ForkJoinPool.commonPool-worker-8] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_work_20250702_102055.json
2025-07-02 10:20:55.836 [ForkJoinPool.commonPool-worker-8] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
